cod, descricao,
v001,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça - branca
v002,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça – preta
v003,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça – amarela
v004,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça – parda
v005,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo masculino e cor ou raça – indígena
v006,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – branca
v007,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – preta
v008,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – amarela
v009,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – parda
v010,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça - indígena
v011,Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça – branca
v012,Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça – preta
v013,Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça – amarela
v014,Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça – parda
v015,Pessoas alfabetizadas de 15 a 19 anos de idade, do sexo masculino e cor ou raça - indígena
v016,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça – branca
v017,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça – preta
v018,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça – amarela
v019,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça – parda
v020,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo masculino e cor ou raça - indígena
v021,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça – branca
v022,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça – preta
v023,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça – amarela
v024,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça – parda
v025,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo masculino e cor ou raça - indígena
v026,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - branca
v027,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - preta
v028,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - amarela
v029,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - parda
v030,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo masculino e cor ou raça - indígena
v031,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça – branca
v032,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça – preta
v033,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça – amarela
v034,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça – parda
v035,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo masculino e cor ou raça - indígena
v036,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça – branca
v037,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça – preta
v038,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça – amarela
v039,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça – parda
v040,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo masculino e cor ou raça - indígena
v041,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça - branca
v042,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça – preta
v043,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça – amarela
v044,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça – parda
v045,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo masculino e cor ou raça - indígena
v046,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça – branca
v047,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça – preta
v048,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça – amarela
v049,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça – parda
v050,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo masculino e cor ou raça - indígena
v051,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – branca
v052,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – preta
v053,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – amarela
v054,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – parda
v055,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo masculino e cor ou raça – indígena
v056,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça – branca
v057,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça – preta
v058,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça – amarela
v059,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça – parda
v060,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo masculino e cor ou raça - indígena
v061,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça – branca
v062,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça – preta
v063,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça – amarela
v064,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça – parda
v065,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo masculino e cor ou raça - indígena
v066,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça – branca
v067,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça – preta
v068,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça – amarela
v069,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça – parda
v070,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo masculino e cor ou raça - indígena
v071,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – branca
v072,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – preta
v073,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – amarela
v074,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – parda
v075,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo masculino e cor ou raça - indígena
v076,Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - branca
v077,Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - preta
v078,Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - amarela
v079,Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - parda
v080,Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - indígena
v081,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - branca
v082,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - preta
v083,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - amarela
v084,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - parda
v085,Pessoas alfabetizadas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - indígena
v086,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – branca
v087,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – preta
v088,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – amarela
v089,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – parda
v090,Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça - indígena
v091,Pessoas de15 a 19 anos de idade, do sexo feminino e cor ou raça – branca
v092,Pessoas de15 a 19 anos de idade, do sexo feminino e cor ou raça – preta
v093,Pessoas alfabetizadas de15 a 19 anos de idade, do sexo feminino e cor ou raça – amarela
v094,Pessoas alfabetizadas de15 a 19 anos de idade, do sexo feminino e cor ou raça – parda
v095,Pessoas alfabetizadas de15 a 19 anos de idade, do sexo feminino e cor ou raça - indígena
v096,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – branca
v097,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – preta
v098,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – amarela
v099,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – parda
v100,Pessoas alfabetizadas de 15 a 17 anos de idade, do sexo feminino e cor ou raça - indígena
v101,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – branca
v102,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – preta
v103,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – amarela
v104,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – parda
v105,Pessoas alfabetizadas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça - indígena
v106,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - branca
v107,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - preta
v108,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - amarela
v109,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - parda
v110,Pessoas alfabetizadas de 20 a 24 anos de idade, do sexo feminino e cor ou raça -indígena
v111,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – branca
v112,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – preta
v113,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – amarela
v114,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – parda
v115,Pessoas alfabetizadas de 25 a 29 anos de idade, do sexo feminino e cor ou raça - indígena
v116,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – branca
v117,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – preta
v118,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – amarela
v119,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – parda
v120,Pessoas alfabetizadas de 30 a 34 anos de idade, do sexo feminino e cor ou raça - indígena
v121,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo feminino e cor ou raça - branca
v122,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo feminino e cor ou raça – preta
v123,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo feminino e cor ou raça – amarela
v124,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo feminino e cor ou raça – parda
v125,Pessoas alfabetizadas de 35 a 39 anos de idade, do sexo feminino e cor ou raça - indígena
v126,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo feminino e cor ou raça – branca
v127,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo feminino e cor ou raça – preta
v128,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo feminino e cor ou raça – amarela
v129,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo feminino e cor ou raça – parda
v130,Pessoas alfabetizadas de 40 a 44 anos de idade, do sexo feminino e cor ou raça - indígena
v131,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – branca
v132,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – preta
v133,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – amarela
v134,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – parda
v135,Pessoas alfabetizadas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – indígena
v136,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo feminino e cor ou raça – branca
v137,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo feminino e cor ou raça – preta
v138,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo feminino e cor ou raça – amarela
v139,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo feminino e cor ou raça – parda
v140,Pessoas alfabetizadas de 50 a 54 anos de idade, do sexo feminino e cor ou raça - indígena
v141,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo feminino e cor ou raça – branca
v142,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo feminino e cor ou raça – preta
v143,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo feminino e cor ou raça – amarela
v144,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo feminino e cor ou raça – parda
v145,Pessoas alfabetizadas de 55 a 59 anos de idade, do sexo feminino e cor ou raça - indígena
v146,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo feminino e cor ou raça – branca
v147,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo feminino e cor ou raça – preta
v148,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo feminino e cor ou raça – amarela
v149,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo feminino e cor ou raça – parda
v150,Pessoas alfabetizadas de 60 a 69 anos de idade, do sexo feminino e cor ou raça - indígena
v151,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo feminino e cor ou raça – branca
v152,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo feminino e cor ou raça – preta
v153,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo feminino e cor ou raça – amarela
v154,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo feminino e cor ou raça – parda
v155,Pessoas alfabetizadas de 70 anos ou mais de idade, do sexo feminino e cor ou raça - indígena
